ReviewID,Content,Score,Thumbs up,Username
" 7a87d442-7394-4bf3-b215-9b85b7817086,:"," SERVER SEEMS TO BE DOWN! Trying to operate the ONEPLUS HEALTH APP since a week. Still its not at all functional. ONEPLUS needs some major improvements in order to save them from APPLE.,",1,1, Rohan Ranpise
" 5f528d51-b3af-47f1-be06-74d52b0bfcee,:"," App does not even load. I have cleared the data from the app, uninstalled completely. It launches but doesnt load into the all at all.,",1,1, Drew Carter
" 9d2dd13e-5e73-425e-af90-c38b90842d10,:"," It is not working on my OnePlus 9Pro It loads and loads and loads and nothing happens,",1,1, Edwin Montes
" 14c98bd6-9cf9-479f-8fc9-02888b810f2d,:"," This new update is full of bugs. Buggy update cant change the watch faces needs to fix. Also the current watch face also shows incorrect in the app. Try to change but it goes to main screen of the app. Plz fix this problem oneplus....,",1,0, Mohd Imran
" 1abcdff9-100e-4745-bfbd-629b9f8451e6,:"," App dose not show sleep data hart rate or spo2. Sensor of band are working properly as it is showing sleep data on band and spo2 and hartrate properly and there is no problem in Bluetooth connection also. And app dose show hartrate in workout section when it is selected on band,",1,0, STARLESS
" cef82718-de9f-4c40-bbf5-f7a54b5beede,:"," Hello develper, as I mentioned in earlier review about watch get disconnected. I recently marked that when I use mobile data problem doesnt occur but when I m connected to wifi....watch get disconnected unexpectedly.,",4,0, keyur Dave
" df8006da-c918-48e8-bfd7-c7d10a0a08c3,:"," Oneplus watch user 1. Need much better statistics on workouts and other data 2. Add drinking water reminder 3. If i took calls in mobile still is shows my call is connected to bluetooth (one plus 6T user) 4. Calendar app in watch will be more helpful 5. Custom preset reply for msgs or instant reply on watch 6. Adding whatsapp/teams call or third party app calls in watch will be helpful 7. Steps calculation still not very accurate to google fit in my mobile 8. Voice assistant in watch,",2,3, Avinash Ravi
" ccfdfd57-3633-49b8-8df6-95584a6342ed,:"," This app doesnt even work, its very hard for me, bcz of this my band is not showing notifications, it doesnt enable me to select country/region, without that there is no option to login. Dear oneplus plzz work onto it 🙏🙏🙏🙏,",1,1, Saakesh Rajkumar
" d66ae152-8806-4a2c-adf3-a2d00c82df0b,:"," Im really tired of OnePlus releasing this have baked software for their phones and watch. Customer service for the company is the worst in the business when you let them know about the issues they dont get solved. This app have not been able to link to Google fit since the OnePlus watch was released. Its a shame that OnePlus knows this and havent done anything about it and still selling their watch and having people use the very bad app with not much data. Watch sucks cant reply to messages,",1,0, Kendre Lewis
" d725f53b-b4ba-4304-a777-5c6ca6138420,:"," I ordered this band on the first day as I know one plus would always launch best products, but I am disappointed so much , the battery back up is so poor, sleep tracking is all wrong. Just want to return it. Please let me know the process to return this band so that I can buy some other band.,",1,2, Shivam Sehgal
" 0cdeb25d-6bb5-4e54-b800-5b7701eda85b,:"," I like the overall way the watch works. But the only thing I find it difficult is the time format. All faces are 24hr. I am not able to change to 12 hr format. Kindly help,",3,0, sneha shivaram
" 36e5812c-26f9-4769-ad34-7f157bebbc1e,:"," Developers havent bothered fixing the app for a long term issue (found 6+ months ago) and refuse to comply with Google Fits new API requirements. Ive had no response from support anywhere. Disappointing...,",1,3, Dylan S
" cac1dd18-498b-435c-ad58-abb53ecaf80a,:"," The new update on watch and app is pathetic . App crashes frequently after update . Watch does not shows any notifications ,(call, sms,navigation ,whatsapp and other apps . I dont know what is the issue but Please fix this .,",1,2, Niraj Meher
" 0e0dc3a4-ca6e-4d69-b90e-e1fe1ae075c2,:"," App crashes!! Its not evn getting opened plss doo smtgg ONEPLUS,",1,0, mukesh seervi
" 478c18b0-da70-4a5a-8dd1-6e0dfcbf061c,:"," OnePlus should add a sleep mode in settings of the band so that we dont need to shutdown when it is not used by user.everytime i have to put it away i had to either shutdown or lose battery significantly and the updates are rare for the band,",3,1, Girija sankar pani (GSP)
" d384f19c-eca1-4ac2-988e-bf5e08859086,:"," Please add always on display feature... Rise to wake feature is knida not suitable while driving and if it brings battery drain issue, then give us a customisation option so we can turn on and off always on display Occasionally,",1,0, Mrinal saha
" e4df7095-2a19-4e53-b9b4-ed9b97498c58,:"," This app really sucks on my OnePlus 6T though is fine one OnePlus 7 of my wife. I am so tired of trying to connect to OnePlus band. Theres some bug; when I try to discover the band a white screen flash appears and redierects me to add device page again. Please fix this, really irritated.,",1,0, Rajagopal Arunachalam
" 51563922-2f65-48fa-9951-c6e04f08ab55,:"," When I click on the workout tab in the app, it closes the app. When I try to sync weather it says to enable permissions but they are already on. Im using a OnePlus 9 and one plus watch,",2,0, Big Will
" 43160dab-c48c-45e6-8b81-026c8a3ad9cc,:"," The location is not getting updated in the app after the last update. I am not able to see any details here in the app and neither is my watch getting location and thus the distance is dhown as 0 all the time.,",3,1, Sairaj Iyer
" a6a6e062-4fe1-4b94-b9b5-c91b3bce3b4a,:"," Gps dont work 9 out of 10 times. There is no way to connect with customers service through the app. Such a reputed brand with a very basic app design. Am using the fitness band.,",2,0, Priya Ranjan Deb
" 898d6e31-40d2-4f81-bcc9-249d876fae07,:"," Health App issue Smart watch paired with health app. But unable to add photos to my smart watch. After clicking the photos icon then it goes blank. Finally it says connection lost. Please check this issue and fix it.,",2,1, sai vikram
" fe678edc-ba0f-436f-9077-c74478589297,:"," App stopped working stucked in account page from past couple of days may bhe even more then month,",1,0, soham parekh
" bf66d602-3269-477a-accc-82cd61aefd46,:"," What a waste of money it is.. There is no any synchronisation with band and the app.. app is showing some other data.. band is showing some other data.. nd inside band daily activity is showing some other data.. dont know which is right nd which is wrong data.. please fix it guys.. loosing faith in oneplus..,",1,0, Tanay Tripathi
" 2474a50f-a23a-4901-bd72-e1f60e6d755c,:"," I have been using oneplus band since last month. After updating the firmware of band, it is continuesly disconnecting after 15-20 mins. It take too much time to pair also. Dear team, kindly fix the issue. Or allow to downgrade the firmware.,",1,13, Vishnu Jayan
" c02cefa7-e6af-4622-b64b-693d63a94e91,:"," Hi OnePlus I have been using my band for a year and my band version is still in A.00_0304 . And I have received no updates and the auto update feature automatically turns off please see to this as I do not have the recent updates and reply immediately,",3,0, Vanmathy
" 834aead2-dde2-4fa1-995b-40e461c5ee0d,:"," Not working at all,",1,0, cristian sirghie
" 47db4648-2546-43ca-a9ed-595633f0f9b5,:"," Is it possible to provide manual turn on/off bluetooth in band... Dear developer you have to answer whether possible or not. --------------- Dear oneplus team, Im answering you. Ofcourse as you said save battery. But my issue is I want to give band to my wife, she was pregnant hence turning bluetooth always causes some LOW RF RADIATION. Which may not good for baby in mother womb. Please think and tell me your opinion please. Also, while sleeping no body want to connect band to mobile...,",4,0, Vicky Trading
" 6edc4830-cb9c-4fb7-98f7-6c0cad61fa61,:"," Overall good performance but till call resived function not install...,",5,0, Pradip Shinde
" 27f33a53-5138-432b-a4e4-7748e037018b,:"," Trust me we are really obsessed with oneplus. Oneplus have a very strong reputation and dignity in the world and thats why we are proud to be a part of it. But this app does not fullfil the prestige of oneplus. We need more good graphics and function. Please update soon.,",3,0, Saurabh Kumar
" d07f0fb1-df31-4ed5-b3d4-388ba02b4d89,:"," I have a issue with this app , I bought a new one plus watch and the watch is not getting connected with my one plus nord device saying that pairing failed , I am unable to use my watch currently, is it a software issue ?? I have tried connectinh the same with samsung phone and it is connected and working well.,",1,0, Mani kanta
" daf7ad04-0bfc-497c-b498-7aa8a23420ad,:"," There is a problem when you change the custom dial and add images it wil give option of 9 images which we can add but I cant scroll or put any image from those 9 images if I want to chnge the image then I have to remove other imagers from those added images. Kindly resolve the issue,",3,0, utkarsh rastogi
" c953fdf9-fcbe-4c85-b9c9-81912ac616b3,:"," In my case sometimes OnePlus band is active but heartrate diagram is not updating in app. We need Improvement in continues tracking of blood oxygen while workout . In outdoor walking app unable to detect map.,",3,0, Smit patel
" 17a8d522-73c2-4eaa-88d3-88f4ad4cb62c,:"," Lets not talk about the flaws. The solutions that are needed are. 1. Faster app notification 2. Only the present notification not all past notifications that arent opened or viewed. 3.the laggs sometimes fix if possible 4. Battery optimization if possible,",2,0, arindam _ m
" 2a69a8e0-5319-49af-a85c-342d33a48025,:"," Worst app ever. Even after following the steps provided the band keeps disconnecting. I have to reset the band and lose all my progress again and agai.,",1,1, Aliza Aslam
" d865c01d-6562-4d31-a619-5e4b3a909f8a,:"," I\m not a happy customer. You need to enable linking OnePlus Health to Google Fit-when I try on my 8T, it says BLOCKED. Fix this! How about offering more watch faces? That seems simple enough. This app seems half baked. It seriously needs work. I\ve been a loyal customer since I became an early purchaser of the original OnePlus One so I know that you\re fully capable of providing better care of your customers and their valid concerns. Your reputation is taking a beating in the marketplace !,",2,11, Drip N Rip
" 7b1c8df4-9b96-4240-827c-cd034f95d3ac,:"," Doesnt fully implement imperial measurements and will make announcements in metric/kilometers regardless of settings. Also want to be able to turn off the constant announcement of GPS condition/issues.,",3,0, Charles Tomaras
" d3c3a171-77b4-490e-846f-2ecb64194bb4,:"," I am unable to update the software on my oneplus watch, I have tried 10 times till now and it still shows the same thing! To download again like nothing ever happened! Takes about 30 mins for the complete process. Can someone explain me what this glitch is?,",2,3, Aditya Jaiswal
